,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,clarity_n,color_n,z
30118,30119,0.32,Ideal,G,VS2,61.6,57.0,720,4.41,4.39,3,3,2.7104000000000004
30119,30120,0.32,Ideal,G,VS2,62.0,57.0,720,4.41,4.39,3,3,2.728
30120,30121,0.32,Premium,G,VS2,60.7,58.0,720,4.42,4.38,3,3,2.6708000000000003
30121,30122,0.32,Ideal,G,VS2,61.8,57.0,720,4.42,4.38,3,3,2.7192000000000003
30122,30123,0.32,Ideal,G,VS2,62.5,56.0,720,4.42,4.38,3,3,2.75
30123,30124,0.32,Ideal,G,VS2,61.4,57.0,720,4.4,4.39,3,3,2.69853
30124,30125,0.32,Ideal,G,VS2,62.0,57.0,720,4.4,4.37,3,3,2.7186999999999997
30125,30126,0.32,Premium,G,VS2,62.0,59.0,720,4.41,4.37,3,3,2.7218000000000004
30126,30127,0.32,Ideal,G,VS2,61.7,57.0,720,4.4,4.38,3,3,2.7086300000000003
30127,30128,0.32,Premium,G,VS2,61.2,59.0,720,4.41,4.38,3,3,2.6897399999999996
30128,30129,0.32,Ideal,G,VS2,61.8,57.0,720,4.4,4.37,3,3,2.70993
30129,30130,0.32,Premium,G,VS2,62.6,58.0,720,4.39,4.37,3,3,2.74188
30130,30131,0.32,Ideal,G,VS2,61.4,56.0,720,4.39,4.37,3,3,2.68932
30131,30132,0.32,Premium,G,VS2,62.3,58.0,720,4.41,4.36,3,3,2.731855
30132,30133,0.32,Very Good,G,VS2,63.3,54.0,720,4.39,4.36,3,3,2.769375
30133,30134,0.32,Premium,G,VS2,61.5,60.0,720,4.39,4.36,3,3,2.690625
30134,30135,0.32,Premium,G,VS2,62.5,58.0,720,4.38,4.36,3,3,2.73125
30135,30136,0.32,Premium,G,VS2,61.5,58.0,720,4.4,4.35,3,3,2.690625
30136,30137,0.32,Premium,G,VS2,62.1,60.0,720,4.39,4.34,3,3,2.710665
30137,30138,0.32,Premium,G,VS2,62.0,58.0,720,4.38,4.33,3,3,2.7001000000000004
30138,30139,0.32,Premium,G,VS2,62.6,59.0,720,4.36,4.33,3,3,2.7199700000000004
30139,30140,0.32,Premium,G,VS2,62.6,60.0,720,4.36,4.33,3,3,2.7199700000000004
30140,30141,0.32,Premium,G,VS2,62.4,59.0,720,4.36,4.33,3,3,2.7112800000000004
30141,30142,0.32,Premium,G,VS2,61.7,60.0,720,4.4,4.32,3,3,2.6901200000000003
30142,30143,0.32,Premium,G,VS2,62.5,60.0,720,4.38,4.32,3,3,2.71875
30143,30144,0.32,Very Good,G,VS2,63.1,57.0,720,4.35,4.3,3,3,2.7290749999999995
30144,30145,0.32,Premium,G,VS2,62.8,58.0,720,4.35,4.31,3,3,2.71924
30145,30146,0.32,Ideal,E,SI1,61.9,56.0,720,4.43,4.39,2,1,2.72979
30146,30147,0.32,Premium,E,SI1,60.2,60.0,720,4.44,4.39,2,1,2.65783
30147,30148,0.32,Premium,E,SI1,61.6,56.0,720,4.41,4.39,2,1,2.7104000000000004
30148,30149,0.32,Premium,E,SI1,62.3,58.0,720,4.4,4.37,2,1,2.731855
30149,30150,0.32,Very Good,E,SI1,63.4,55.0,720,4.36,4.35,2,1,2.76107
30150,30151,0.32,Very Good,E,SI1,63.1,56.0,720,4.39,4.36,2,1,2.760625
30151,30152,0.32,Premium,E,SI1,62.2,58.0,720,4.39,4.36,2,1,2.72125
30152,30153,0.32,Premium,E,SI1,62.8,57.0,720,4.39,4.34,2,1,2.74122
30153,30154,0.32,Very Good,E,SI1,63.3,56.0,720,4.35,4.34,2,1,2.750385
30154,30155,0.45,Premium,J,SI2,60.9,57.0,720,4.95,4.9,1,6,2.9993250000000002
30155,30156,0.5,Very Good,E,I1,63.1,61.0,720,5.04,4.97,0,1,3.158155
30156,30157,0.3,Ideal,E,SI1,61.4,56.0,720,4.36,4.33,2,1,2.6678300000000004
30157,30158,0.4,Good,D,SI1,63.1,61.0,720,4.67,4.71,2,0,2.9593899999999995
30158,30159,0.4,Good,D,SI1,63.5,55.0,720,4.67,4.72,2,0,2.981325
30159,30160,0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2,0,2.9484
30160,30161,0.4,Good,D,SI1,63.3,57.0,720,4.68,4.71,2,0,2.971935
30161,30162,0.4,Very Good,D,SI1,60.3,62.0,720,4.7,4.75,2,0,2.849175
30162,30163,0.4,Good,D,SI1,63.6,57.0,720,4.67,4.7,2,0,2.9796600000000004
30163,30164,0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2,0,2.9484
30164,30165,0.4,Very Good,D,VS2,60.5,58.0,720,4.76,4.82,3,0,2.89795
30165,30166,0.4,Good,D,SI1,63.1,57.0,720,4.69,4.73,2,0,2.9720100000000005
30166,30167,0.4,Very Good,D,SI1,62.5,61.0,720,4.66,4.69,2,0,2.9218750000000004
30167,30168,0.32,Very Good,F,VVS2,63.0,56.0,721,4.37,4.39,5,2,2.7594
30168,30169,0.31,Very Good,E,VVS2,64.2,55.0,721,4.24,4.3,5,1,2.7413399999999997
30169,30170,0.27,Very Good,D,VVS1,62.3,54.0,721,4.18,4.21,6,0,2.6134850000000003
30170,30171,0.35,Very Good,D,VS2,62.6,56.0,721,4.48,4.5,3,0,2.81074
30171,30172,0.38,Ideal,I,VVS2,62.0,55.0,721,4.64,4.69,5,5,2.8923
30172,30173,0.3,Ideal,E,VVS2,62.0,55.0,721,4.31,4.34,5,1,2.6814999999999993
30173,30174,0.38,Ideal,G,VS2,61.0,55.0,721,4.67,4.71,3,3,2.8608999999999996
30174,30175,0.38,Ideal,G,VS2,59.5,58.0,721,4.75,4.77,3,3,2.8322
30175,30176,0.38,Ideal,H,VS1,61.1,55.0,721,4.68,4.72,4,4,2.8716999999999997
30176,30177,0.29,Ideal,G,IF,61.3,56.0,721,4.26,4.29,7,3,2.620575
30177,30178,0.38,Good,H,VS1,64.4,57.0,721,4.54,4.59,4,4,2.93986
30178,30179,0.35,Good,G,VS1,58.6,60.5,721,4.62,4.68,4,3,2.7249
30179,30180,0.39,Premium,H,SI2,62.4,59.0,721,4.65,4.58,1,4,2.87976
30180,30181,0.33,Ideal,I,VVS2,61.0,56.0,722,4.48,4.51,5,5,2.74195
30181,30182,0.34,Ideal,G,VVS2,62.0,55.0,722,4.47,4.5,5,3,2.7806999999999995
30182,30183,0.34,Ideal,H,VVS1,62.3,54.0,722,4.46,4.5,6,4,2.79104
30183,30184,0.31,Ideal,E,VS1,61.6,55.0,722,4.39,4.41,4,1,2.7104000000000004
30184,30185,0.31,Ideal,E,VS1,61.2,55.0,722,4.4,4.43,4,1,2.70198
30185,30186,0.41,Ideal,H,SI1,62.4,53.0,722,4.78,4.81,2,4,2.99208
30186,30187,0.41,Ideal,D,SI1,61.3,56.0,722,4.8,4.82,2,0,2.9485300000000003
30187,30188,0.4,Fair,G,VS2,64.6,55.0,722,4.62,4.64,3,3,2.9909799999999995
30188,30189,0.35,Ideal,E,VS2,63.5,54.0,722,4.48,4.43,3,1,2.828925
30189,30190,0.33,Premium,G,VVS2,61.3,59.0,722,4.42,4.45,5,3,2.718655
30190,30191,0.42,Very Good,F,SI1,60.6,61.0,722,4.83,4.87,2,2,2.9391
30191,30192,0.42,Very Good,E,SI1,61.5,61.0,722,4.82,4.87,2,1,2.9796750000000003
30192,30193,0.42,Very Good,E,SI1,59.8,61.0,722,4.85,4.89,2,1,2.9122599999999994
30193,30194,0.42,Good,F,SI1,63.4,56.0,722,4.75,4.78,2,2,3.0210100000000004
30194,30195,0.42,Good,F,SI1,63.4,56.0,722,4.76,4.8,2,2,3.0305199999999997
30195,30196,0.42,Premium,E,SI1,61.5,58.0,722,4.78,4.84,2,1,2.9581500000000003
30196,30197,0.42,Good,F,SI1,63.6,57.0,722,4.7,4.76,2,2,3.0082800000000005
30197,30198,0.42,Premium,E,SI1,62.0,58.0,722,4.82,4.85,2,1,2.9977
30198,30199,0.42,Premium,E,SI1,60.0,58.0,722,4.85,4.89,2,1,2.9219999999999993
30199,30200,0.42,Good,F,SI1,63.3,56.0,722,4.75,4.79,2,2,3.0194099999999997
30200,30201,0.42,Good,F,SI1,63.1,56.0,722,4.79,4.82,2,2,3.031955
30201,30202,0.42,Very Good,J,VS2,60.9,58.0,723,4.81,4.85,3,6,2.94147
30202,30203,0.42,Very Good,D,SI1,60.2,58.0,723,4.85,4.89,2,0,2.9317399999999996
30203,30204,0.42,Ideal,J,VS1,62.7,57.0,723,4.75,4.79,4,6,2.9907899999999996
30204,30205,0.34,Ideal,F,VS1,60.9,57.0,723,4.53,4.56,4,2,2.767905
30205,30206,0.4,Ideal,G,SI2,62.5,53.0,723,4.75,4.79,1,3,2.9812499999999997
30206,30207,0.38,Ideal,G,SI1,61.0,55.0,723,4.69,4.73,2,3,2.8731000000000004
30207,30208,0.34,Ideal,E,SI1,60.4,57.0,723,4.53,4.55,2,1,2.74216
30208,30209,0.43,Good,E,SI1,60.6,61.0,723,4.96,4.98,2,1,3.01182
30209,30210,0.33,Ideal,E,VS2,61.0,57.0,723,4.43,4.46,3,1,2.71145
30210,30211,0.33,Ideal,E,VS2,62.1,57.0,723,4.41,4.44,3,1,2.7479250000000004
30211,30212,0.33,Ideal,E,VS2,60.3,57.0,723,4.51,4.54,3,1,2.728575
30212,30213,0.33,Ideal,E,VS2,62.1,56.0,723,4.43,4.46,3,1,2.760345
30213,30214,0.33,Premium,E,VS2,62.0,59.0,723,4.39,4.41,3,1,2.728
30214,30215,0.33,Ideal,E,VS2,62.3,56.0,723,4.46,4.47,3,1,2.781695
30215,30216,0.33,Premium,E,VS2,60.7,58.0,723,4.47,4.49,3,1,2.71936
30216,30217,0.33,Ideal,E,VS2,62.3,55.0,723,4.43,4.46,3,1,2.769235
30217,30218,0.33,Ideal,E,VS2,62.0,56.0,723,4.46,4.48,3,1,2.7714000000000003
30218,30219,0.33,Ideal,E,VS2,61.8,55.0,723,4.45,4.48,3,1,2.75937
30219,30220,0.33,Very Good,E,VS2,62.8,56.0,723,4.41,4.45,3,1,2.78204
30220,30221,0.33,Premium,E,VS2,60.6,60.0,723,4.43,4.48,3,1,2.69973
30221,30222,0.33,Premium,E,VS2,61.0,60.0,723,4.42,4.47,3,1,2.71145
30222,30223,0.33,Premium,E,VS2,61.1,59.0,723,4.45,4.49,3,1,2.7311700000000005
30223,30224,0.33,Ideal,E,VS2,61.3,55.0,723,4.46,4.48,3,1,2.7401100000000005
30224,30225,0.33,Premium,E,VS2,61.0,60.0,723,4.43,4.46,3,1,2.71145
30225,30226,0.33,Ideal,E,VS2,60.6,55.0,723,4.48,4.5,3,1,2.72094
30226,30227,0.33,Premium,E,VS2,61.5,59.0,723,4.42,4.46,3,1,2.7305999999999995
30227,30228,0.33,Ideal,E,VS2,62.6,57.0,723,4.37,4.42,3,1,2.75127
30228,30229,0.33,Premium,E,VS2,61.7,60.0,723,4.4,4.45,3,1,2.7302250000000003
30229,30230,0.33,Ideal,E,VS2,61.9,56.0,723,4.4,4.45,3,1,2.7390750000000006
30230,30231,0.33,Ideal,E,VS2,61.2,56.0,723,4.45,4.47,3,1,2.72952
30231,30232,0.33,Ideal,E,VS2,62.3,57.0,723,4.4,4.43,3,1,2.750545
30232,30233,0.33,Ideal,E,VS2,60.5,56.0,723,4.48,4.51,3,1,2.719475
30233,30234,0.33,Ideal,E,VS2,61.9,54.0,723,4.42,4.47,3,1,2.751455
30234,30235,0.33,Ideal,E,VS2,60.8,57.0,723,4.45,4.47,3,1,2.71168
30235,30236,0.33,Ideal,E,VS2,62.4,55.0,723,4.4,4.42,3,1,2.75184
30236,30237,0.33,Ideal,E,VS2,61.9,56.0,723,4.43,4.46,3,1,2.751455
30237,30238,0.33,Ideal,E,VS2,61.1,56.0,723,4.45,4.48,3,1,2.728115
30238,30239,0.33,Ideal,E,VS2,61.6,57.0,723,4.44,4.46,3,1,2.7412
30239,30240,0.33,Ideal,E,VS2,62.3,57.0,723,4.37,4.43,3,1,2.7412
30240,30241,0.4,Good,F,VS2,64.1,56.0,723,4.65,4.71,3,2,2.999879999999999
30241,30242,0.33,Ideal,E,VS2,61.5,57.0,723,4.41,4.47,3,1,2.7305999999999995
30242,30243,0.33,Ideal,F,VS1,61.2,56.0,723,4.46,4.49,4,2,2.7386999999999997
30243,30244,0.33,Ideal,E,VS2,62.1,56.0,723,4.4,4.45,3,1,2.7479250000000004
30244,30245,0.33,Ideal,D,VS2,61.7,55.0,724,4.46,4.48,3,0,2.7579900000000004
30245,30246,0.33,Good,F,VVS1,60.2,64.0,724,4.47,4.5,6,2,2.6999699999999995
30246,30247,0.26,Very Good,F,VVS1,63.3,57.0,724,4.07,4.05,6,2,2.56998
30247,30248,0.26,Ideal,E,VVS2,62.5,55.0,724,4.09,4.07,5,1,2.55
30248,30249,0.26,Premium,E,VVS2,61.7,61.0,724,4.12,4.08,5,1,2.5296999999999996
30249,30250,0.26,Premium,E,VVS2,60.8,61.0,724,4.13,4.12,5,1,2.508
30250,30251,0.26,Premium,E,VVS2,58.9,61.0,724,4.19,4.16,5,1,2.4590750000000003
30251,30252,0.26,Good,D,VVS2,63.6,56.0,724,4.09,4.06,5,0,2.5916999999999994
30252,30253,0.34,Very Good,F,VVS2,59.6,60.0,724,4.54,4.59,5,2,2.7207399999999997
30253,30254,0.43,Premium,G,SI1,62.6,59.0,724,4.8,4.82,2,3,3.0110600000000005
30254,30255,0.3,Very Good,G,VVS1,60.7,56.0,725,4.32,4.35,6,3,2.631345
30255,30256,0.31,Very Good,E,VVS1,60.4,61.0,725,4.34,4.4,6,1,2.63948
30256,30257,0.31,Very Good,E,VVS1,62.5,59.0,725,4.3,4.34,6,1,2.7
30257,30258,0.35,Very Good,G,VS1,59.2,60.0,725,4.59,4.64,4,3,2.7320800000000003
30258,30259,0.34,Very Good,D,VS1,59.8,57.0,725,4.54,4.59,4,0,2.7298699999999996
30259,30260,0.4,Very Good,E,SI1,63.0,57.0,725,4.68,4.71,2,1,2.95785
30260,30261,0.31,Ideal,E,VVS1,59.8,60.0,725,4.38,4.42,6,1,2.6312
30261,30262,0.4,Ideal,H,VS2,61.4,55.0,725,4.76,4.78,3,4,2.9287799999999997
30262,30263,0.4,Ideal,H,VS2,61.9,55.0,725,4.73,4.75,3,4,2.93406
30263,30264,0.36,Ideal,G,VS1,61.5,58.0,725,4.59,4.61,4,3,2.8289999999999997
30264,30265,0.32,Ideal,F,VS1,61.3,55.0,725,4.4,4.44,4,2,2.70946
30265,30266,0.36,Ideal,G,SI1,61.8,55.0,725,4.58,4.61,2,3,2.83971
30266,30267,0.31,Good,E,VVS1,60.9,61.0,725,4.32,4.35,6,1,2.640015
30267,30268,0.3,Very Good,F,VS2,63.4,59.0,725,4.25,4.23,3,2,2.6881600000000003
30268,30269,0.3,Premium,G,VS1,60.8,61.0,725,4.34,4.31,4,3,2.6295999999999995
30269,30270,0.3,Premium,G,VS1,60.2,62.0,725,4.31,4.3,4,3,2.5916099999999997
30270,30271,0.31,Good,H,SI1,63.1,57.0,446,4.31,4.34,2,4,2.7290749999999995
30271,30272,0.31,Very Good,H,SI1,59.0,57.0,446,4.4,4.44,2,4,2.6077999999999997
30272,30273,0.31,Very Good,H,SI1,60.5,60.0,446,4.33,4.4,2,4,2.640825
30273,30274,0.31,Ideal,I,VS2,62.1,53.7,447,4.37,4.4,3,5,2.7230849999999998
30274,30275,0.31,Ideal,I,VS2,62.3,53.8,447,4.32,4.36,3,5,2.70382
30275,30276,0.26,Ideal,F,SI1,61.8,55.0,447,4.12,4.14,2,2,2.55234
30276,30277,0.23,Good,F,VS2,63.8,57.0,447,3.93,3.84,3,2,2.47863
30277,30278,0.3,Very Good,D,SI2,61.2,60.0,447,4.28,4.31,1,0,2.62854
30278,30279,0.3,Very Good,D,SI2,61.4,59.0,447,4.26,4.31,1,0,2.63099
30279,30280,0.3,Very Good,D,SI2,62.4,59.0,447,4.25,4.28,1,0,2.66136
30280,30281,0.3,Very Good,G,SI1,61.0,57.0,447,4.31,4.34,2,3,2.6382499999999993
30281,30282,0.34,Very Good,I,SI1,59.2,61.0,447,4.57,4.58,2,5,2.7084000000000006
30282,30283,0.34,Very Good,I,SI1,61.3,61.0,447,4.45,4.49,2,5,2.7401100000000005
30283,30284,0.34,Very Good,F,SI2,60.0,62.0,447,4.51,4.55,1,2,2.7179999999999995
30284,30285,0.34,Premium,F,SI2,60.0,58.0,447,4.55,4.58,1,2,2.7389999999999994
30285,30286,0.34,Very Good,J,VS1,61.7,58.0,447,4.41,4.47,4,6,2.7394799999999995
30286,30287,0.34,Very Good,F,SI2,63.0,58.0,447,4.45,4.47,1,2,2.8098
30287,30288,0.3,Very Good,G,SI1,62.6,57.0,447,4.25,4.34,2,3,2.68867
30288,30289,0.3,Premium,D,SI2,60.9,58.0,447,4.29,4.32,1,0,2.6217449999999998
30289,30290,0.3,Good,G,SI1,63.8,56.0,447,4.26,4.3,2,3,2.7306399999999997
30290,30291,0.3,Very Good,G,SI1,59.8,57.0,447,4.32,4.37,2,3,2.59831
30291,30292,0.34,Good,F,SI2,63.3,54.0,447,4.46,4.48,1,2,2.8295100000000004
30292,30293,0.3,Good,D,SI2,63.3,57.0,447,4.26,4.3,1,0,2.7092399999999994
30293,30294,0.34,Ideal,F,SI2,60.1,56.0,447,4.54,4.55,1,2,2.7315449999999997
30294,30295,0.34,Premium,I,SI1,60.2,59.0,447,4.52,4.55,2,5,2.73007
30295,30296,0.3,Very Good,G,SI1,60.1,62.0,447,4.35,4.37,2,3,2.6203599999999994
30296,30297,0.3,Very Good,D,SI2,63.0,55.0,447,4.25,4.26,1,0,2.68065
30297,30298,0.3,Premium,D,SI2,62.4,58.0,447,4.28,4.31,1,0,2.68008
30298,30299,0.3,Ideal,D,SI2,61.1,55.0,447,4.32,4.35,1,0,2.648685
30299,30300,0.3,Very Good,D,SI2,61.0,61.0,447,4.25,4.31,1,0,2.6107999999999993
30300,30301,0.3,Premium,G,VS1,62.0,60.0,725,4.31,4.27,4,3,2.6597999999999993
30301,30302,0.3,Very Good,G,VS1,63.3,56.0,725,4.31,4.28,4,3,2.718735
30302,30303,0.3,Very Good,G,VS1,63.4,55.0,725,4.32,4.26,4,3,2.71986
30303,30304,0.3,Very Good,G,VS1,63.5,58.0,725,4.26,4.21,4,3,2.6892249999999995
30304,30305,0.34,Premium,F,VS1,60.0,59.0,725,4.59,4.55,4,2,2.742
30305,30306,0.41,Very Good,E,SI1,60.4,58.0,725,4.75,4.79,2,1,2.88108
30306,30307,0.41,Very Good,E,SI1,61.0,61.0,725,4.74,4.77,2,1,2.90055
30307,30308,0.44,Ideal,J,VVS2,62.1,55.0,726,4.88,4.91,5,6,3.039795
30308,30309,0.38,Ideal,G,VS2,60.4,57.0,726,4.68,4.71,3,3,2.83578
30309,30310,0.34,Ideal,F,VS2,61.5,55.0,726,4.53,4.57,3,2,2.7982500000000003
30310,30311,0.34,Ideal,F,VS2,62.1,56.0,726,4.48,4.51,3,2,2.791395
30311,30312,0.31,Ideal,E,VS1,62.1,54.2,726,4.31,4.35,4,1,2.68893
30312,30313,0.4,Ideal,D,SI1,61.3,56.0,726,4.75,4.78,2,0,2.920945
30313,30314,0.4,Ideal,D,SI1,61.3,57.0,726,4.74,4.79,2,0,2.920945
30314,30315,0.43,Premium,I,SI2,59.8,59.0,726,4.94,4.9,1,5,2.94216
30315,30316,0.36,Premium,G,VS1,62.2,59.0,726,4.53,4.57,4,3,2.8301000000000003
30316,30317,0.36,Ideal,F,VS2,62.0,55.0,726,4.55,4.58,3,2,2.8303
30317,30318,0.36,Premium,H,VVS2,60.6,58.0,726,4.58,4.6,5,4,2.7815399999999997
30318,30319,0.36,Premium,G,VS1,61.7,59.0,726,4.55,4.59,4,3,2.81969
30319,30320,0.36,Very Good,G,VS1,59.7,56.0,726,4.64,4.67,4,3,2.7790349999999995
30320,30321,0.36,Very Good,G,VS1,62.9,57.0,726,4.56,4.6,4,3,2.88082
30321,30322,0.36,Ideal,H,VVS2,62.3,57.0,726,4.52,4.57,5,4,2.831535
30322,30323,0.36,Premium,G,VS1,59.7,59.0,726,4.61,4.64,4,3,2.761125
30323,30324,0.36,Very Good,G,VS1,61.2,60.0,726,4.56,4.59,4,3,2.7998999999999996
30324,30325,0.31,Ideal,G,VVS2,62.0,56.0,726,4.33,4.35,5,3,2.6908
30325,30326,0.36,Premium,F,VS2,60.5,59.0,726,4.61,4.64,3,2,2.7981249999999998
30326,30327,0.36,Ideal,F,VS2,60.9,57.0,726,4.58,4.61,3,2,2.7983550000000004
30327,30328,0.36,Premium,F,VS2,61.4,58.0,726,4.56,4.6,3,2,2.81212
30328,30329,0.36,Premium,F,VS2,60.5,60.0,726,4.55,4.61,3,2,2.7709
30329,30330,0.36,Ideal,G,VS1,61.6,56.0,726,4.56,4.59,4,3,2.8181999999999996
30330,30331,0.36,Premium,G,VS1,62.3,59.0,726,4.5,4.55,4,3,2.819075
30331,30332,0.41,Very Good,D,SI2,63.8,57.0,727,4.71,4.73,1,0,3.0113600000000003
30332,30333,0.4,Ideal,I,VS2,62.5,57.0,727,4.67,4.71,3,5,2.9312499999999995
30333,30334,0.33,Ideal,H,VS1,60.9,56.0,727,4.46,4.5,4,4,2.72832
30334,30335,0.38,Premium,J,VS2,60.5,60.0,727,4.68,4.64,3,6,2.8193
30335,30336,0.34,Ideal,F,SI1,62.8,56.0,727,4.46,4.42,2,2,2.7883199999999997
30336,30337,0.34,Premium,F,SI1,59.8,58.0,727,4.57,4.53,2,2,2.7209000000000003
30337,30338,0.34,Premium,F,SI1,59.4,62.0,727,4.59,4.54,2,2,2.7116099999999994
30338,30339,0.34,Premium,F,SI1,59.3,60.0,727,4.58,4.52,2,2,2.6981499999999996
30339,30340,0.34,Ideal,F,SI1,63.0,54.0,727,4.5,4.48,2,2,2.8287
30340,30341,0.5,Fair,G,I1,64.9,57.0,727,5.01,4.97,0,3,3.23851
30341,30342,0.5,Fair,G,I1,65.2,56.0,727,4.95,4.89,0,3,3.20784
30342,30343,0.36,Ideal,D,VS2,60.0,56.0,727,4.66,4.68,3,0,2.802
30343,30344,0.36,Premium,D,VS2,60.3,58.0,727,4.63,4.66,3,0,2.8009349999999995
30344,30345,0.36,Ideal,E,VS1,62.7,57.0,727,4.55,4.58,4,1,2.8622549999999998
30345,30346,0.36,Premium,E,VS1,61.5,59.0,727,4.57,4.6,4,1,2.819775
30346,30347,0.33,Very Good,D,VS1,60.3,61.0,727,4.48,4.51,4,0,2.710485
30347,30348,0.33,Ideal,D,VS1,61.1,57.0,727,4.46,4.48,4,0,2.7311700000000005
30348,30349,0.37,Very Good,E,VS2,64.0,55.0,728,4.52,4.57,3,1,2.9088
30349,30350,0.42,Very Good,E,SI1,61.4,54.0,728,4.83,4.87,2,1,2.9778999999999995
30350,30351,0.4,Ideal,I,VVS2,61.9,56.4,728,4.72,4.74,5,5,2.9278700000000004
30351,30352,0.3,Ideal,F,VVS2,61.9,54.1,728,4.31,4.33,5,2,2.67408
30352,30353,0.32,Ideal,F,VVS2,61.4,57.0,728,4.41,4.45,5,2,2.72002
30353,30354,0.33,Ideal,D,SI1,62.0,56.0,728,4.47,4.44,2,0,2.7621
30354,30355,0.33,Very Good,D,SI1,63.1,55.0,728,4.46,4.42,2,0,2.80164
30355,30356,0.33,Very Good,D,SI1,63.1,55.0,728,4.4,4.38,2,0,2.77009
30356,30357,0.3,Very Good,D,VVS2,59.0,59.0,729,4.4,4.42,5,0,2.6019
30357,30358,0.32,Ideal,E,VVS2,61.2,57.0,729,4.38,4.41,5,1,2.6897399999999996
30358,30359,0.31,Ideal,F,VS1,61.1,57.0,729,4.34,4.36,4,2,2.65785
30359,30360,0.39,Ideal,D,SI1,60.6,55.0,729,4.73,4.78,2,0,2.8815300000000006
30360,30361,0.36,Premium,H,VS2,61.0,60.0,729,4.6,4.55,3,4,2.7907499999999996
30361,30362,0.36,Premium,H,VS2,60.0,62.0,729,4.62,4.58,3,4,2.76
30362,30363,0.36,Ideal,I,VS1,60.5,57.0,729,4.59,4.56,4,5,2.7678749999999996
30363,30364,0.36,Premium,I,VS1,60.9,61.0,729,4.61,4.58,4,5,2.7983550000000004
30364,30365,0.36,Premium,I,VS1,60.3,60.0,729,4.64,4.58,4,5,2.7798299999999996
30365,30366,0.36,Very Good,I,VS1,63.3,56.0,729,4.56,4.51,4,5,2.870655
30366,30367,0.36,Premium,I,VS1,62.0,59.0,729,4.6,4.53,4,5,2.8303
30367,30368,0.36,Ideal,I,VS1,62.1,57.0,729,4.58,4.54,4,5,2.8317600000000005
30368,30369,0.36,Ideal,I,VS1,62.1,56.0,729,4.59,4.55,4,5,2.8379700000000003
30369,30370,0.36,Very Good,H,VS2,63.5,54.0,729,4.59,4.55,3,4,2.9019500000000003
30370,30371,0.36,Ideal,H,VS2,62.1,55.0,729,4.58,4.57,3,4,2.841075
30371,30372,0.36,Ideal,H,VS2,62.1,55.0,729,4.61,4.57,3,4,2.85039
30372,30373,0.36,Premium,H,VS2,60.9,59.0,729,4.62,4.58,3,4,2.8013999999999997
30373,30374,0.36,Good,H,VS2,63.7,55.0,729,4.52,4.49,3,4,2.869685
30374,30375,0.3,Fair,F,VS2,56.3,64.0,729,4.44,4.39,3,2,2.485645
30375,30376,0.43,Very Good,G,SI2,61.3,56.2,729,4.87,4.89,1,3,2.99144
30376,30377,0.45,Very Good,F,SI2,61.5,61.0,729,4.9,4.95,1,2,3.028875
30377,30378,0.3,Ideal,E,VS1,61.6,57.0,729,4.3,4.33,4,1,2.6580399999999997
30378,30379,0.41,Good,H,VS2,64.1,57.0,729,4.72,4.64,3,4,2.999879999999999
30379,30380,0.3,Very Good,F,VVS2,59.9,56.0,730,4.38,4.44,5,2,2.64159
30380,30381,0.3,Very Good,F,VVS2,62.5,56.0,730,4.26,4.29,5,2,2.671875
30381,30382,0.34,Very Good,F,VS2,61.5,58.2,730,4.49,4.51,3,2,2.7675
30382,30383,0.34,Very Good,F,VS2,62.5,57.5,730,4.4,4.45,3,2,2.7656250000000004
30383,30384,0.43,Very Good,I,VS1,60.9,55.0,730,4.89,4.99,4,5,3.0084599999999995
30384,30385,0.33,Ideal,G,VVS2,61.3,56.0,730,4.46,4.48,5,3,2.7401100000000005
30385,30386,0.33,Ideal,G,VVS2,61.7,55.0,730,4.46,4.49,5,3,2.761075
30386,30387,0.33,Ideal,G,VVS2,61.6,54.0,730,4.44,4.49,5,3,2.7504399999999998
30387,30388,0.33,Ideal,H,VVS1,61.7,55.0,730,4.48,4.5,6,4,2.77033
30388,30389,0.33,Ideal,H,VVS1,61.6,55.0,730,4.45,4.48,6,4,2.7504399999999998
30389,30390,0.33,Ideal,H,VVS1,62.1,53.0,730,4.47,4.51,6,4,2.78829
30390,30391,0.33,Ideal,H,VVS1,62.1,53.0,730,4.48,4.5,6,4,2.78829
30391,30392,0.33,Ideal,H,VVS1,61.5,55.0,730,4.44,4.47,6,4,2.739825
30392,30393,0.33,Ideal,H,VVS1,61.7,55.0,730,4.48,4.5,6,4,2.77033
30393,30394,0.33,Ideal,H,VVS1,62.1,55.0,730,4.46,4.5,6,4,2.78208
30394,30395,0.33,Ideal,H,VVS1,61.5,56.0,730,4.46,4.49,6,4,2.752125
30395,30396,0.32,Ideal,G,VVS2,60.6,57.0,730,4.41,4.43,5,3,2.67852
30396,30397,0.32,Premium,G,VVS2,61.6,60.0,730,4.37,4.4,5,3,2.70116
30397,30398,0.32,Very Good,G,VVS2,62.0,55.0,730,4.39,4.42,5,3,2.7310999999999996
30398,30399,0.32,Ideal,H,VVS1,61.9,56.0,730,4.38,4.41,6,4,2.7205049999999997
30399,30400,0.32,Ideal,G,VVS2,62.2,56.0,730,4.34,4.38,5,3,2.7119199999999997
